epid,firstname,lastname,active,start,end,birthdate,country,gender,eugroup,party,email,twitter,term,voteid
256916,Mārtiņš,STAĶIS,1,2024-07-16,,1979-07-04,lv,,Greens/EFA,Progresīvie,,,10,
256915,Mélissa,CAMARA,1,2024-07-16,,1991-11-27,fr,,Greens/EFA,Les Écologistes,,,10,
256913,Emma,FOURREAU,1,2024-07-16,,1999-10-01,fr,,GUE/NGL,La France Insoumise,,,10,
256912,Rima,HASSAN,1,2024-07-16,,1992-04-28,fr,,GUE/NGL,La France Insoumise,,,10,
256911,Arash,SAEIDI,1,2024-07-16,,1975-05-25,fr,,GUE/NGL,La France Insoumise,,,10,
256910,Anthony,SMITH,1,2024-07-16,,1975-04-03,fr,,GUE/NGL,La France Insoumise,,,10,
256909,Vilis,KRIŠTOPANS,1,2024-07-16,,,lv,,Patriots,Latvija pirmajā vietā,,,10,
256908,François,KALFON,1,2024-07-16,,1968-06-11,fr,,S&D,Parti socialiste,,,10,
256907,Reinis,POZŅAKS,1,2024-07-16,,1977-12-09,lv,,ECR,"Apvienotais saraksts — Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija",,,10,
256906,Claire,FITA,1,2024-07-16,,1976-12-31,fr,,S&D,Parti socialiste,,,10,
256905,Eric,SARGIACOMO,1,2024-07-16,,1969-10-31,fr,,S&D,Parti socialiste,,,10,
256904,Chloé,RIDEL,1,2024-07-16,,1991-11-25,fr,,S&D,Parti socialiste,,,10,
256903,Thomas,PELLERIN-CARLIN,1,2024-07-16,,1989-11-05,fr,,S&D,Place publique,,,10,
256902,Emma,RAFOWICZ,1,2024-07-16,,1995-06-24,fr,,S&D,Parti socialiste,,,10,
256901,Jean-Marc,GERMAIN,1,2024-07-16,,1966-06-12,fr,,S&D,Parti socialiste,,,10,
256900,Fernand,KARTHEISER,1,2024-07-16,,1959-09-30,lu,,ECR,Alternativ Demokratesch Reformpartei,,,10,
256899,Murielle,LAURENT,1,2024-07-16,,1977-09-21,fr,,S&D,Parti socialiste,,,10,
256898,Pierre,JOUVET,1,2024-07-16,,1986-10-06,fr,,S&D,Parti socialiste,,,10,
256897,Gaëtan,DUSSAUSAYE,1,2024-07-16,2024-09-26,,fr,,PfE,Rassemblement national,,,10,
256896,Angéline,FURET,1,2024-07-16,,1981-07-24,fr,,Patriots,Rassemblement national,,,10,
256895,Julien,LEONARDELLI,1,2024-07-16,,1987-07-14,fr,,Patriots,Rassemblement national,,,10,
256894,Sylvie,JOSSERAND,1,2024-07-16,2024-09-26,,fr,,PfE,Rassemblement national,,,10,
256893,Pierre,PIMPIE,1,2024-07-16,,1971-09-10,fr,,Patriots,Rassemblement national,,,10,
256891,Benoit,CASSART,1,2024-07-16,,1968-10-02,be,,Renew,Mouvement Réformateur,,,10,
256890,Rudi,KENNES,1,2024-07-16,,1959-07-22,be,,GUE/NGL,Parti du Travail de Belgique,,,10,
256889,Liesbet,SOMMEN,1,2024-07-16,,1984-04-13,be,,EPP,Christen-Democratisch & Vlaams,,,10,
256888,Rody,TOLASSY,1,2024-07-16,,1987-09-21,fr,,Patriots,Rassemblement national,,,10,
256887,Wouter,BEKE,1,2024-07-16,,1974-08-09,be,,EPP,Christen-Democratisch & Vlaams,,,10,
256886,Valérie,DELOGE,1,2024-07-16,,1966-05-09,fr,,Patriots,Rassemblement national,,,10,
256885,Bruno,TOBBACK,1,2024-07-16,,1969-08-22,be,,S&D,Vooruit,,,10,
256884,Kris,VAN DIJCK,1,2024-07-16,,1963-10-02,be,,ECR,Nieuw-Vlaamse Alliantie,,,10,
256883,Aleksandar,NIKOLIC,1,2024-07-16,,1986-10-04,fr,,Patriots,Rassemblement national,,,10,
256882,Julie,RECHAGNEUX,1,2024-07-16,,1996-01-24,fr,,Patriots,Rassemblement national,,,10,
256881,Barbara,BONTE,1,2024-07-16,,1983-05-13,be,,Patriots,Vlaams Belang,,,10,
256880,Estelle,CEULEMANS,1,2024-07-16,,1970-02-12,be,,S&D,Parti Socialiste,,,10,
256879,Yvan,VEROUGSTRAETE,1,2024-07-16,,1975-10-06,be,,Renew,Les Engagés,,,10,
256878,Marie-Luce,BRASIER-CLAIN,1,2024-07-16,,1959-10-19,fr,,Patriots,Rassemblement national,,,10,
256877,Pascale,PIERA,1,2024-07-16,,1967-02-23,fr,,Patriots,Rassemblement national,,,10,
256876,Anne-Sophie,FRIGOUT,1,2024-07-16,,1991-04-11,fr,,Patriots,Rassemblement national,,,10,
256875,Matthieu,VALET,1,2024-07-16,,1986-01-04,fr,,Patriots,Rassemblement national,,,10,
256874,Mélanie,DISDIER,1,2024-07-16,,1974-01-27,fr,,Patriots,Rassemblement national,,,10,
256872,Fabrice,LEGGERI,1,2024-07-16,,1968-03-28,fr,,Patriots,Rassemblement national,,,10,
256871,Malika,SOREL,1,2024-07-17,,,fr,,Patriots,Sans parti,,,10,
256870,Valérie,DEVAUX,1,2024-07-16,,1964-06-19,fr,,Renew,Union des démocrates et indépendants,,,10,
256869,Grégory,ALLIONE,1,2024-07-16,,1971-07-25,fr,,Renew,Renaissance,,,10,
256868,Péter,MAGYAR,1,2024-07-16,,1981-03-16,hu,,EPP,Tisztelet és Szabadság Párt,,,10,
256866,Gabriella,GERZSENYI,1,2024-07-16,,1977-10-30,hu,,EPP,Tisztelet és Szabadság Párt,,,10,
256865,Eszter,LAKOS,1,2024-07-16,,1981-03-08,hu,,EPP,Tisztelet és Szabadság Párt,,,10,
256864,András Tivadar,KULJA,1,2024-07-16,,1989-09-17,hu,,EPP,Tisztelet és Szabadság Párt,,,10,
256863,Zoltán,TARR,1,2024-07-16,,1972-02-12,hu,,EPP,Tisztelet és Szabadság Párt,,,10,
256862,Dóra,DÁVID,1,2024-07-16,,1985-03-14,hu,,EPP,Tisztelet és Szabadság Párt,,,10,
256861,Kinga,KOLLÁR,1,2024-07-16,,1978-03-06,hu,,EPP,Tisztelet és Szabadság Párt,,,10,
256860,András,LÁSZLÓ,1,2024-07-16,,,hu,,Patriots,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,10,
256859,Annamária,VICSEK,1,2024-07-16,,1973-02-09,hu,,Patriots,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,10,
256858,Nikolaos,ANADIOTIS,1,2024-07-16,,1983-02-10,gr,,NA,Dimokratikó Patriotikó Kínima «NIKI»,,,10,
256857,Viktória,FERENC,1,2024-07-16,,1984-06-12,hu,,Patriots,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,10,
256855,Pál,SZEKERES,1,2024-07-16,,1964-09-22,hu,,Patriots,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,10,
256854,Balázs,GYŐRFFY,1,2024-07-16,2024-09-01,,hu,,PfE,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,10,
256853,Klara,DOSTALOVA,1,2024-07-16,,1971-03-13,cz,,Patriots,ANO 2011,,,10,
256852,Nikola,BARTŮŠEK,1,2024-07-16,,1985-05-11,cz,,Patriots,Přísaha,,,10,
256851,Ondřej,DOSTÁL,1,2024-07-16,,,cz,,NA,Independent,,,10,
256850,Filip,TUREK,1,2024-07-16,,1985-10-15,cz,,Patriots,Motoristé sobě,,,10,
256847,Danuše,NERUDOVÁ,1,2024-07-16,,1979-01-04,cz,,EPP,Starostové a nezávisli,,,10,
256846,Ondřej,KOLÁŘ,1,2024-07-16,,1984-03-13,cz,,EPP,TOP 09 a Starostové,,,10,
256845,Ondřej,KRUTÍLEK,1,2024-07-16,,1981-04-30,cz,,ECR,Občanská demokratická strana,,,10,
256844,Jaroslava,POKORNÁ JERMANOVÁ,1,2024-07-16,,1970-08-17,cz,,Patriots,ANO 2011,,,10,
256843,Jana,NAGYOVÁ,1,2024-07-16,,1970-09-26,cz,,Patriots,ANO 2011,,,10,
256842,Gerald,HAUSER,1,2024-07-16,,1961-09-30,at,,Patriots,Freiheitliche Partei Österreichs,,,10,
256841,Helmut,BRANDSTÄTTER,1,2024-07-16,,1955-04-24,at,,Renew,NEOS – Das Neue Österreich,,,10,
256840,Jan,FARSKÝ,1,2024-07-16,,1979-07-11,cz,,EPP,Starostové a nezávisli,,,10,
256839,Anna,STÜRGKH,1,2024-07-16,,1994-04-02,at,,Renew,NEOS – Das Neue Österreich,,,10,
256834,Elisabeth,DIERINGER,1,2024-07-16,,1974-05-12,at,,Patriots,Freiheitliche Partei Österreichs,,,10,
256833,Lena,SCHILLING,1,2024-07-16,,2001-01-08,at,,Greens/EFA,Die Grünen - Die Grüne Alternative,,,10,
256831,Sophia,KIRCHER,1,2024-07-16,,1994-05-04,at,,EPP,Österreichische Volkspartei,,,10,
256830,Elisabeth,GROSSMANN,1,2024-07-16,,1968-11-25,at,,S&D,Sozialdemokratische Partei Österreichs,,,10,
256829,Sakis,ARNAOUTOGLOU,1,2024-07-16,,1969-12-13,gr,,S&D,PASOK-KINAL,,,10,
256824,Yannis,MANIATIS,1,2024-07-16,,1956-10-11,gr,,S&D,PASOK-KINAL,,,10,
256823,Nikolas,FARANTOURIS,1,2024-07-16,,1976-01-28,gr,,GUE/NGL,Coalition of the Radical Left,,,10,
256820,Georgios,AFTIAS,1,2024-07-16,,1956-07-25,gr,,EPP,Nea Demokratia,,,10,
256815,Marjan,ŠAREC,1,2024-07-16,,1977-12-02,si,,Renew,Gibanje Svoboda,,,10,
256814,Zala,TOMAŠIČ,1,2024-07-16,,1995-09-29,si,,EPP,Slovenska demokratska stranka,,,10,
256813,Vladimir,PREBILIČ,1,2024-07-16,,1974-05-21,si,,Greens/EFA,Vesna – zelena stranka,,,10,
256811,Aurelijus,VERYGA,1,2024-07-16,,1976-08-08,lt,,ECR,Lietuvos valstiečių ir žaliųjų sąjunga,,,10,
256810,Mika,AALTOLA,1,2024-07-16,,1969-05-02,fi,,EPP,Kansallinen Kokoomus,,,10,
256809,Paulius,SAUDARGAS,1,2024-07-16,,1979-03-13,lt,,EPP,Tėvynės sąjunga-Lietuvos krikščionys demokratai,,,10,
256808,Petras,GRAŽULIS,1,2024-07-16,,1958-10-28,lt,,ESN,Tautos ir teisingumo sąjunga,,,10,
256807,Dainius,ŽALIMAS,1,2024-07-16,,1973-05-22,lt,,Renew,Laisvės partija,,,10,
256806,Sebastian,TYNKKYNEN,1,2024-07-16,,1989-03-08,fi,,ECR,Perussuomalaiset,,,10,
256805,Li,ANDERSSON,1,2024-07-16,,1987-05-13,fi,,GUE/NGL,Vasemmistoliitto,,,10,
256804,Pekka,TOVERI,1,2024-07-16,,1961-04-06,fi,,EPP,Kansallinen Kokoomus,,,10,
256803,Maria,GUZENINA,1,2024-07-16,,1969-01-12,fi,,S&D,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,,,10,
251874,Niels,GEUKING,1,2024-07-16,,1992-11-17,de,,EPP,Familien-Partei Deutschlands,,,10,
251324,Krzysztof,BREJZA,1,2024-07-16,,1983-05-16,pl,,EPP,Platforma Obywatelska,,,10,
249982,Milan,MAZUREK,1,2024-07-16,,1994-01-24,sk,,NA,Hnutie Republika,,,10,
247735,Laura,BALLARÍN CEREZA,1,2024-07-16,,1984-07-19,es,,S&D,Partido Socialista Obrero Español,,,10,
245770,Irene,MONTERO,1,2024-07-16,,1988-02-13,es,,GUE/NGL,PODEMOS,,,10,
245018,Christophe,CLERGEAU,1,2024-07-16,,1968-09-01,fr,,S&D,Parti socialiste,,,10,
244571,Nikos,PAPANDREOU,1,2024-07-16,,1956-09-29,gr,,S&D,PASOK-KINAL,,,10,
239260,Denis,NESCI,1,2024-07-16,,1981-07-25,it,,ECR,FRATELLI D' ITALIA,,,10,
237465,Matthias,ECKE,1,2024-07-16,,1983-04-12,de,,S&D,Sozialdemokratische Partei Deutschlands,,,10,
236053,Marina,MESURE,1,2024-07-16,,1989-07-12,fr,,GUE/NGL,La France Insoumise,,,10,
236050,Marie,DAUCHY,1,2024-07-16,,1987-02-05,fr,,Patriots,Rassemblement national,,,10,
233862,Matjaž,NEMEC,1,2024-07-16,,1980-04-10,si,,S&D,Socialni demokrati,,,10,
230085,Camilla,LAURETI,1,2024-07-16,,1975-05-20,it,,S&D,Partito Democratico,,,10,
229839,René,REPASI,1,2024-07-16,,1979-11-08,de,,S&D,Sozialdemokratische Partei Deutschlands,,,10,
220908,Branko,GRIMS,1,2024-07-16,,1962-08-26,si,,EPP,Slovenska demokratska stranka,,,10,
220897,Petra,STEGER,1,2024-07-16,,1987-10-04,at,,Patriots,Freiheitliche Partei Österreichs,,,10,
220896,Reinhold,LOPATKA,1,2024-07-16,,1960-01-27,at,,EPP,Österreichische Volkspartei,,,10,
220871,Rihards,KOLS,1,2024-07-16,,1984-12-16,lv,,ECR,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",,,10,
220840,Jaroslav,BŽOCH,1,2024-07-16,,1983-11-30,cz,,Patriots,ANO 2011,,,10,
220801,Sophie,WILMÈS,1,2024-07-16,,1975-01-15,be,,Renew,Mouvement Réformateur,,,10,
219652,Matej,TONIN,1,2024-07-16,,1983-07-30,si,,EPP,Nova Slovenija – Krščanski demokrati,,,10,
218347,Thijs,REUTEN,1,2024-07-16,,,nl,,S&D,Partij van de Arbeid,,,10,
214839,Emma,WIESNER,1,2024-07-16,,1992-11-11,se,,Renew,Centerpartiet,,,10,
213330,Ernő,SCHALLER-BAROSS,1,2024-07-16,,,hu,,Patriots,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,10,
210480,Marta,TEMIDO,1,2024-07-16,,1974-03-02,pt,,S&D,Partido Socialista,,,10,
208722,Sara,MATTHIEU,1,2024-07-16,,1981-05-21,be,,Greens/EFA,Groen,,,10,
206158,Manuela,RIPA,1,2024-07-16,,,de,,EPP,Ökologisch-Demokratische Partei,,,10,
204449,Riho,TERRAS,1,2024-07-16,,1967-04-17,ee,,EPP,Isamaa,,,10,
204419,Sandro,GOZI,1,2024-07-16,,1968-03-25,fr,,Renew,Mouvement Démocrate,,,10,
204418,Nora,MEBAREK,1,2024-07-16,,1972-07-22,fr,,S&D,Parti socialiste,,,10,
204414,Margarita,DE LA PISA CARRIÓN,1,2024-07-16,,1975-09-19,es,,Patriots,VOX,,,10,
204413,Marcos,ROS SEMPERE,1,2024-07-16,,1974-03-24,es,,S&D,Partido Socialista Obrero Español,,,10,
204400,Adrián,VÁZQUEZ LÁZARA,1,2024-07-16,,1982-05-05,es,,EPP,Partido Popular,,,10,
204346,Dominik,TARCZYŃSKI,1,2024-07-16,,,pl,,ECR,Prawo i Sprawiedliwość,,,10,
204336,Miriam,LEXMANN,1,2024-07-16,,1972-12-02,sk,,EPP,Kresťanskodemokratické hnutie,,,10,
204333,Salvatore,DE MEO,1,2024-07-16,,1971-10-27,it,,EPP,Forza Italia,,,10,
204332,Barry,ANDREWS,1,2024-07-17,,1967-05-16,ie,,Renew,Fianna Fáil Party,,,10,
204129,Nikolina,BRNJAC,1,2024-07-16,,1978-07-11,hr,,EPP,Hrvatska demokratska zajednica,,,10,
202073,Marc,ANGEL,1,2024-07-16,,1963-03-12,lu,,S&D,Parti ouvrier socialiste luxembourgeois,,,10,
202036,Sunčana,GLAVAK,1,2024-07-16,,1968-12-09,hr,,EPP,Hrvatska demokratska zajednica,,,10,
201945,Virginijus,SINKEVIČIUS,1,2024-07-16,,1990-11-04,lt,,Greens/EFA,Demokratų sąjunga „Vardan Lietuvos“,,,10,
200345,Pierre-Romain,THIONNET,1,2024-07-16,,1994-01-19,fr,,Patriots,Rassemblement national,,,10,
199941,Marianne,VIND,1,2024-07-16,,1970-12-03,dk,,S&D,Socialdemokratiet,,,10,
198490,Emmanouil,FRAGKOS,1,2024-07-16,,1993-06-27,gr,,ECR,Elliniki Lusi-Greek Solution,,,10,
198373,Judita,LAŠŠÁKOVÁ,1,2024-07-16,,1977-12-04,sk,,NA,SMER-Sociálna demokracia,,,10,
198183,Mihai,TUDOSE,1,2024-07-16,,1967-03-06,ro,,S&D,Partidul Social Democrat,,,10,
198176,Roman,HAIDER,1,2024-07-16,,1967-04-13,at,,Patriots,Freiheitliche Partei Österreichs,,,10,
198084,Katri,KULMUNI,1,2024-07-16,,1987-09-04,fi,,Renew,Suomen Keskusta,,,10,
198076,Maria,OHISALO,1,2024-07-16,,1985-03-08,fi,,Greens/EFA,Vihreä liitto,,,10,
198073,Anna-Maja,HENRIKSSON,1,2024-07-16,,1964-01-07,fi,,Renew,Svenska folkpartiet,,,10,
197870,Kim,VAN SPARRENTAK,1,2024-07-16,,1989-10-16,nl,,Greens/EFA,GroenLinks,,,10,
197863,Maria,WALSH,1,2024-07-16,,1987-06-11,ie,,EPP,Fine Gael Party,,,10,
197845,Tsvetelina,PENKOVA,1,2024-07-16,,1988-02-19,bg,,S&D,Bulgarian Socialist Party,,,10,
197843,Andrius,KUBILIUS,1,2024-07-16,,1956-12-08,lt,,EPP,Tėvynės sąjunga-Lietuvos krikščionys demokratai,,,10,
197842,Elena,YONCHEVA,1,2024-07-16,,1964-05-27,bg,,Renew,Movement for Rights and Freedoms,,,10,
197840,Rasa,JUKNEVIČIENĖ,1,2024-07-16,,1958-01-26,lt,,EPP,Tėvynės sąjunga-Lietuvos krikščionys demokratai,,,10,
197839,Radan,KANEV,1,2024-07-16,,1975-09-30,bg,,EPP,Democrats for Strong Bulgaria,,,10,
197832,Diana,RIBA I GINER,1,2024-07-16,,1975-02-21,es,,Greens/EFA,Esquerra Republicana de Catalunya,,,10,
197831,Hermann,TERTSCH,1,2024-07-16,,1958-04-09,es,,Patriots,VOX,,,10,
197829,Jorge,BUXADÉ VILLALBA,1,2024-07-16,,1975-06-16,es,,Patriots,VOX,,,10,
197825,Raffaele,STANCANELLI,1,2024-07-16,,1950-06-30,it,,Patriots,Lega,,,10,
197824,Giuseppe,MILAZZO,1,2024-07-16,,1977-08-21,it,,ECR,FRATELLI D' ITALIA,,,10,
197820,Nicola,PROCACCINI,1,2024-07-16,,1976-01-21,it,,ECR,FRATELLI D' ITALIA,,,10,
197818,Billy,KELLEHER,1,2024-07-16,,1968-01-20,ie,,Renew,Fianna Fáil Party,,,10,
197810,Nils,UŠAKOVS,1,2024-07-16,,1976-06-08,lv,,S&D,"""Saskaņa"" sociāldemokrātiskā partija",,,10,
197802,Ville,NIINISTÖ,1,2024-07-16,,1976-07-30,fi,,Greens/EFA,Vihreä liitto,,,10,
197800,Eero,HEINÄLUOMA,1,2024-07-16,,1955-07-04,fi,,S&D,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,,,10,
197795,Mario,FURORE,1,2024-07-16,,1988-12-25,it,,GUE/NGL,Movimento 5 Stelle,,,10,
197794,Chiara,GEMMA,1,2024-07-16,,1968-09-20,it,,ECR,FRATELLI D' ITALIA,,,10,
197786,Susanna,CECCARDI,1,2024-07-16,,1987-03-19,it,,Patriots,Lega,,,10,
197784,Susana,SOLÍS PÉREZ,1,2024-07-16,,1971-12-21,es,,EPP,Partido Popular,,,10,
197782,Mohammed,CHAHIM,1,2024-07-16,,1985-04-18,nl,,S&D,Partij van de Arbeid,,,10,
197781,Malik,AZMANI,1,2024-07-16,,1976-01-20,nl,,Renew,Volkspartij voor Vrijheid en Democratie,,,10,
197780,Bart,GROOTHUIS,1,2024-07-16,,1981-01-01,nl,,Renew,Volkspartij voor Vrijheid en Democratie,,,10,
197778,Tom,BERENDSEN,1,2024-07-16,,1983-04-11,nl,,EPP,Christen Democratisch Appèl,,,10,
197773,Bert-Jan,RUISSEN,1,2024-07-16,,1972-03-22,nl,,ECR,Staatkundig Gereformeerde Partij,,,10,
197772,Tineke,STRIK,1,2024-07-16,,1961-09-28,nl,,Greens/EFA,GroenLinks,,,10,
197770,Martin,HOJSÍK,1,2024-07-16,,1977-01-27,sk,,Renew,Progresívne Slovensko,,,10,
197769,Michal,WIEZIK,1,2024-07-16,,1979-06-14,sk,,Renew,Progresívne Slovensko,,,10,
197763,Milan,UHRÍK,1,2024-07-16,,1984-12-21,sk,,ESN,Hnutie Republika,,,10,
197738,Lídia,PEREIRA,1,2024-07-16,,1991-07-26,pt,,EPP,Partido Social Democrata,,,10,
197734,Lefteris,NIKOLAOU-ALAVANOS,1,2024-07-16,,1985-02-07,gr,,NA,Communist Party of Greece,,,10,
197722,Nacho,SÁNCHEZ AMOR,1,2024-07-16,,1960-05-15,es,,S&D,Partido Socialista Obrero Español,,,10,
197721,César,LUENA,1,2024-07-16,,1980-10-29,es,,S&D,Partido Socialista Obrero Español,,,10,
197719,Cristina,MAESTRE,1,2024-07-16,,1975-07-27,es,,S&D,Partido Socialista Obrero Español,,,10,
197718,Nicolás,GONZÁLEZ CASARES,1,2024-07-16,,1972-07-20,es,,S&D,Partido Socialista Obrero Español,,,10,
197711,Dolors,MONTSERRAT,1,2024-07-16,,1973-09-18,es,,EPP,Partido Popular,,,10,
197702,Lina,GÁLVEZ,1,2024-07-16,,1969-09-13,es,,S&D,Partido Socialista Obrero Español,,,10,
197701,Konstantinos,ARVANITIS,1,2024-07-16,,1964-06-09,gr,,GUE/NGL,Coalition of the Radical Left,,,10,
197699,Elena,KOUNTOURA,1,2024-07-16,,1962-11-02,gr,,GUE/NGL,Coalition of the Radical Left,,,10,
197697,Aurore,LALUCQ,1,2024-07-16,,1979-04-17,fr,,S&D,Place publique,,,10,
197694,Raphaël,GLUCKSMANN,1,2024-07-16,,1979-10-15,fr,,S&D,Place publique,,,10,
197691,Mathilde,ANDROUËT,1,2024-07-16,,1984-07-03,fr,,Patriots,Rassemblement national,,,10,
197690,André,ROUGÉ,1,2024-07-16,,1961-12-23,fr,,Patriots,Rassemblement national,,,10,
197687,Philippe,OLIVIER,1,2024-07-16,,1961-08-30,fr,,Patriots,Rassemblement national,,,10,
197684,Pernando,BARRENA ARZA,1,2024-07-16,,1965-11-01,es,,GUE/NGL,EH BILDU,,,10,
197682,Hannes,HEIDE,1,2024-07-16,,1966-10-17,at,,S&D,Sozialdemokratische Partei Österreichs,,,10,
197679,Isabel,BENJUMEA BENJUMEA,1,2024-07-16,,1982-09-05,es,,EPP,Partido Popular,,,10,
197677,Günther,SIDL,1,2024-07-16,,1975-03-19,at,,S&D,Sozialdemokratische Partei Österreichs,,,10,
197672,Eugen,TOMAC,1,2024-07-16,,1981-06-27,ro,,Renew,Partidul Mișcarea Populară,,,10,
197670,Andreas,SCHIEDER,1,2024-07-16,,1969-04-16,at,,S&D,Sozialdemokratische Partei Österreichs,,,10,
197662,Vangelis,MEIMARAKIS,1,2024-07-16,,1953-12-14,gr,,EPP,Nea Demokratia,,,10,
197658,Adrian-Dragoş,BENEA,1,2024-07-16,,1975-12-18,ro,,S&D,Partidul Social Democrat,,,10,
197655,Cristian,TERHEŞ,1,2024-07-16,,1978-12-04,ro,,ECR,Partidului Național Conservator Român (PNCR),,,10,
197653,Claudiu,MANDA,1,2024-07-16,,1975-12-20,ro,,S&D,Partidul Social Democrat,,,10,
197652,Angelika,WINZIG,1,2024-07-16,,1963-05-09,at,,EPP,Österreichische Volkspartei,,,10,
197649,Gheorghe,FALCĂ,1,2024-07-16,,1967-01-22,ro,,EPP,Partidul Naţional Liberal,,,10,
197648,Alexander,BERNHUBER,1,2024-07-16,,1992-05-18,at,,EPP,Österreichische Volkspartei,,,10,
197647,Dan-Ştefan,MOTREANU,1,2024-07-16,,1970-09-11,ro,,EPP,Partidul Naţional Liberal,,,10,
197646,Mircea-Gheorghe,HAVA,1,2024-07-16,,1956-12-26,ro,,EPP,Partidul Naţional Liberal,,,10,
197636,Ioan-Rareş,BOGDAN,1,2024-07-16,,1974-09-17,ro,,EPP,Partidul Naţional Liberal,,,10,
197628,Jean-Paul,GARRAUD,1,2024-07-16,,1956-02-27,fr,,Patriots,Rassemblement national,,,10,
197627,Virginie,JORON,1,2024-07-16,,1973-12-11,fr,,Patriots,Rassemblement national,,,10,
197624,Ivars,IJABS,1,2024-07-16,,1972-11-17,lv,,Renew,Latvijas attīstībai,,,10,
197623,Thierry,MARIANI,1,2024-07-16,,1958-08-08,fr,,Patriots,Rassemblement national,,,10,
197621,Juan Ignacio,ZOIDO ÁLVAREZ,1,2024-07-16,,1957-01-21,es,,EPP,Partido Popular,,,10,
197618,Elisabetta,GUALMINI,1,2024-07-16,,1968-05-17,it,,S&D,Partito Democratico,,,10,
197607,Pietro,FIOCCHI,1,2024-07-16,,1964-05-22,it,,ECR,FRATELLI D' ITALIA,,,10,
197606,Javier,ZARZALEJOS,1,2024-07-16,,1960-06-06,es,,EPP,Partido Popular,,,10,
197591,Irene,TINAGLI,1,2024-07-16,,1974-04-16,it,,S&D,Partito Democratico,,,10,
197589,Laurence,FARRENG,1,2024-07-16,,1966-09-06,fr,,Renew,Mouvement Démocrate,,,10,
197581,Stéphanie,YON-COURTIN,1,2024-07-16,,1974-03-28,fr,,Renew,Renaissance,,,10,
197580,Isabella,TOVAGLIERI,1,2024-07-16,,1987-06-25,it,,Patriots,Lega,,,10,
197579,Klára,DOBREV,1,2024-07-16,,1972-02-02,hu,,S&D,Demokratikus Koalíció,,,10,
197578,Silvia,SARDONE,1,2024-07-16,,1982-12-25,it,,Patriots,Lega,,,10,
197577,Gilles,BOYER,1,2024-07-16,,1971-07-04,fr,,Renew,Horizons,,,10,
197574,Damien,CARÊME,1,2024-07-16,,1960-11-16,fr,,GUE/NGL,La France Insoumise,,,10,
197573,Kira Marie,PETER-HANSEN,1,2024-07-16,,1998-02-23,dk,,Greens/EFA,Socialistisk Folkeparti,,,10,
197572,Anna,ZALEWSKA,1,2024-07-16,,1965-07-06,pl,,ECR,Prawo i Sprawiedliwość,,,10,
197558,Asger,CHRISTENSEN,1,2024-07-16,,1958-01-08,dk,,Renew,"Venstre, Danmarks Liberale Parti",,,10,
197557,Christophe,GRUDLER,1,2024-07-16,,1965-04-09,fr,,Renew,Mouvement Démocrate,,,10,
197556,Ivan,DAVID,1,2024-07-16,,1952-09-24,cz,,ESN,Svoboda a přímá demokracie,,,10,
197553,Beata,SZYDŁO,1,2024-07-16,,1963-04-15,pl,,ECR,Prawo i Sprawiedliwość,,,10,
197552,Veronika,VRECIONOVÁ,1,2024-07-16,,1965-09-08,cz,,ECR,Občanská demokratická strana,,,10,
197549,Markéta,GREGOROVÁ,1,2024-07-16,,1993-01-14,cz,,Greens/EFA,PIRÁTI,,,10,
197545,Bogdan,RZOŃCA,1,2024-07-16,,1961-02-01,pl,,ECR,Prawo i Sprawiedliwość,,,10,
197543,Bernard,GUETTA,1,2024-07-16,,1951-01-28,fr,,Renew,Sans parti,,,10,
197537,Alexandr,VONDRA,1,2024-07-16,,1961-08-17,cz,,ECR,Občanská demokratická strana,,,10,
197534,François-Xavier,BELLAMY,1,2024-07-16,,1985-10-11,fr,,EPP,Les Républicains,,,10,
197533,Manon,AUBRY,1,2024-07-16,,1989-12-22,fr,,GUE/NGL,La France Insoumise,,,10,
197529,Leila,CHAIBI,1,2024-07-16,,1982-10-05,fr,,GUE/NGL,La France Insoumise,,,10,
197528,Ondřej,KNOTEK,1,2024-07-16,,1984-08-31,cz,,Patriots,ANO 2011,,,10,
197525,Ewa,KOPACZ,1,2024-07-16,,1956-12-03,pl,,EPP,Platforma Obywatelska,,,10,
197523,Łukasz,KOHUT,1,2024-07-16,,1982-09-10,pl,,EPP,Independent,,,10,
197517,Adam,JARUBAS,1,2024-07-16,,1974-12-17,pl,,EPP,Polskie Stronnictwo Ludowe,,,10,
197516,Patryk,JAKI,1,2024-07-16,,1985-05-11,pl,,ECR,Solidarna Polska Zbigniewa Ziobro,,,10,
197514,Andrzej,HALICKI,1,2024-07-16,,1961-11-26,pl,,EPP,Platforma Obywatelska,,,10,
